,Area,Item,Year,hg/ha_yield,pesticides_tonnes,avg_temp
540,Argentina,Maize,2000,54329,63265.78,17.66
541,Argentina,Potatoes,2000,277566,63265.78,16.98
542,Argentina,Potatoes,2000,277566,63265.78,17.66
543,Argentina,"Rice, paddy",2000,47798,63265.78,16.98
544,Argentina,"Rice, paddy",2000,47798,63265.78,17.66
545,Argentina,Sorghum,2000,46477,63265.78,16.98
546,Argentina,Sorghum,2000,46477,63265.78,17.66
547,Argentina,Soybeans,2000,23312,63265.78,16.98
548,Argentina,Soybeans,2000,23312,63265.78,17.66
549,Argentina,Sweet potatoes,2000,151462,63265.78,16.98
550,Argentina,Sweet potatoes,2000,151462,63265.78,17.66
551,Argentina,Wheat,2000,24873,63265.78,16.98
552,Argentina,Wheat,2000,24873,63265.78,17.66
553,Argentina,Cassava,2001,100000,63700.17,17.71
554,Argentina,Cassava,2001,100000,63700.17,18.42
555,Argentina,Maize,2001,54553,63700.17,17.71
556,Argentina,Maize,2001,54553,63700.17,18.42
557,Argentina,Potatoes,2001,283768,63700.17,17.71
558,Argentina,Potatoes,2001,283768,63700.17,18.42
559,Argentina,"Rice, paddy",2001,57495,63700.17,17.71
560,Argentina,"Rice, paddy",2001,57495,63700.17,18.42
561,Argentina,Sorghum,2001,47429,63700.17,17.71
562,Argentina,Sorghum,2001,47429,63700.17,18.42
563,Argentina,Soybeans,2001,25846,63700.17,17.71
564,Argentina,Soybeans,2001,25846,63700.17,18.42
565,Argentina,Sweet potatoes,2001,155212,63700.17,17.71
566,Argentina,Sweet potatoes,2001,155212,63700.17,18.42
567,Argentina,Wheat,2001,24934,63700.17,17.71
568,Argentina,Wheat,2001,24934,63700.17,18.42
569,Argentina,Cassava,2002,100000,64134.56,17.58
570,Argentina,Cassava,2002,100000,64134.56,18.07
571,Argentina,Maize,2002,60791,64134.56,17.58
572,Argentina,Maize,2002,60791,64134.56,18.07
573,Argentina,Potatoes,2002,251347,64134.56,17.58
574,Argentina,Potatoes,2002,251347,64134.56,18.07
575,Argentina,"Rice, paddy",2002,57197,64134.56,17.58
576,Argentina,"Rice, paddy",2002,57197,64134.56,18.07
577,Argentina,Sorghum,2002,52691,64134.56,17.58
578,Argentina,Sorghum,2002,52691,64134.56,18.07
579,Argentina,Soybeans,2002,26304,64134.56,17.58
580,Argentina,Soybeans,2002,26304,64134.56,18.07
581,Argentina,Sweet potatoes,2002,155890,64134.56,17.58
582,Argentina,Sweet potatoes,2002,155890,64134.56,18.07
583,Argentina,Wheat,2002,22398,64134.56,17.58
584,Argentina,Wheat,2002,22398,64134.56,18.07
585,Argentina,Cassava,2004,100000,65003.34,17.67
586,Argentina,Cassava,2004,100000,65003.34,18.11
587,Argentina,Maize,2004,63931,65003.34,17.67
588,Argentina,Maize,2004,63931,65003.34,18.11
589,Argentina,Potatoes,2004,288717,65003.34,17.67
590,Argentina,Potatoes,2004,288717,65003.34,18.11
591,Argentina,"Rice, paddy",2004,62661,65003.34,17.67
592,Argentina,"Rice, paddy",2004,62661,65003.34,18.11
593,Argentina,Sorghum,2004,45531,65003.34,17.67
594,Argentina,Sorghum,2004,45531,65003.34,18.11
595,Argentina,Soybeans,2004,22075,65003.34,17.67
596,Argentina,Soybeans,2004,22075,65003.34,18.11
597,Argentina,Sweet potatoes,2004,154867,65003.34,17.67
598,Argentina,Sweet potatoes,2004,154867,65003.34,18.11
599,Argentina,Wheat,2004,25441,65003.34,17.67
600,Argentina,Wheat,2004,25441,65003.34,18.11
601,Argentina,Cassava,2005,100000,65437.73,17.32
602,Argentina,Cassava,2005,100000,65437.73,17.83
603,Argentina,Maize,2005,73587,65437.73,17.32
604,Argentina,Maize,2005,73587,65437.73,17.83
605,Argentina,Potatoes,2005,283917,65437.73,17.32
606,Argentina,Potatoes,2005,283917,65437.73,17.83
607,Argentina,"Rice, paddy",2005,60165,65437.73,17.32
608,Argentina,"Rice, paddy",2005,60165,65437.73,17.83
609,Argentina,Sorghum,2005,51872,65437.73,17.32
610,Argentina,Sorghum,2005,51872,65437.73,17.83
611,Argentina,Soybeans,2005,27287,65437.73,17.32
612,Argentina,Soybeans,2005,27287,65437.73,17.83
613,Argentina,Sweet potatoes,2005,154472,65437.73,17.32
614,Argentina,Sweet potatoes,2005,154472,65437.73,17.83
615,Argentina,Wheat,2005,26356,65437.73,17.32
616,Argentina,Wheat,2005,26356,65437.73,17.83
617,Argentina,Cassava,2006,100000,65872.12,18.1
618,Argentina,Cassava,2006,100000,65872.12,18.35
619,Argentina,Maize,2006,59030,65872.12,18.1
620,Argentina,Maize,2006,59030,65872.12,18.35
621,Argentina,Potatoes,2006,285828,65872.12,18.1
622,Argentina,Potatoes,2006,285828,65872.12,18.35
623,Argentina,"Rice, paddy",2006,70610,65872.12,18.1
624,Argentina,"Rice, paddy",2006,70610,65872.12,18.35
625,Argentina,Sorghum,2006,46778,65872.12,18.1
626,Argentina,Sorghum,2006,46778,65872.12,18.35
627,Argentina,Soybeans,2006,26793,65872.12,18.1
628,Argentina,Soybeans,2006,26793,65872.12,18.35
629,Argentina,Sweet potatoes,2006,143478,65872.12,18.1
630,Argentina,Sweet potatoes,2006,143478,65872.12,18.35
631,Argentina,Wheat,2006,25302,65872.12,18.1
632,Argentina,Wheat,2006,25302,65872.12,18.35
633,Argentina,Cassava,2007,100000,81582.64,16.71
634,Argentina,Cassava,2007,100000,81582.64,17.14
635,Argentina,Maize,2007,76655,81582.64,16.71
636,Argentina,Maize,2007,76655,81582.64,17.14
637,Argentina,Potatoes,2007,286765,81582.64,16.71
638,Argentina,Potatoes,2007,286765,81582.64,17.14
639,Argentina,"Rice, paddy",2007,65604,81582.64,16.71
640,Argentina,"Rice, paddy",2007,65604,81582.64,17.14
641,Argentina,Sorghum,2007,47021,81582.64,16.71
642,Argentina,Sorghum,2007,47021,81582.64,17.14
643,Argentina,Soybeans,2007,29712,81582.64,16.71
644,Argentina,Soybeans,2007,29712,81582.64,17.14
645,Argentina,Sweet potatoes,2007,141667,81582.64,16.71
646,Argentina,Sweet potatoes,2007,141667,81582.64,17.14
647,Argentina,Wheat,2007,26234,81582.64,16.71
648,Argentina,Wheat,2007,26234,81582.64,17.14
649,Argentina,Cassava,2008,100000,87149.01,17.71
650,Argentina,Cassava,2008,100000,87149.01,18.39
651,Argentina,Maize,2008,64525,87149.01,17.71
652,Argentina,Maize,2008,64525,87149.01,18.39
653,Argentina,Potatoes,2008,279412,87149.01,17.71
654,Argentina,Potatoes,2008,279412,87149.01,18.39
655,Argentina,"Rice, paddy",2008,68278,87149.01,17.71
656,Argentina,"Rice, paddy",2008,68278,87149.01,18.39
657,Argentina,Sorghum,2008,47474,87149.01,17.71
658,Argentina,Sorghum,2008,47474,87149.01,18.39
659,Argentina,Soybeans,2008,28216,87149.01,17.71
660,Argentina,Soybeans,2008,28216,87149.01,18.39
661,Argentina,Sweet potatoes,2008,145105,87149.01,17.71
662,Argentina,Sweet potatoes,2008,145105,87149.01,18.39
663,Argentina,Wheat,2008,28271,87149.01,17.71
664,Argentina,Wheat,2008,28271,87149.01,18.39
665,Argentina,Cassava,2009,101695,61586.56,18.16
666,Argentina,Cassava,2009,101695,61586.56,18.09
667,Argentina,Maize,2009,55760,61586.56,18.16
668,Argentina,Maize,2009,55760,61586.56,18.09
669,Argentina,Potatoes,2009,284439,61586.56,18.16
670,Argentina,Potatoes,2009,284439,61586.56,18.09
671,Argentina,"Rice, paddy",2009,68842,61586.56,18.16
672,Argentina,"Rice, paddy",2009,68842,61586.56,18.09
673,Argentina,Sorghum,2009,38752,61586.56,18.16
674,Argentina,Sorghum,2009,38752,61586.56,18.09
675,Argentina,Soybeans,2009,18480,61586.56,18.16
676,Argentina,Soybeans,2009,18480,61586.56,18.09
677,Argentina,Sweet potatoes,2009,151208,61586.56,18.16
678,Argentina,Sweet potatoes,2009,151208,61586.56,18.09
679,Argentina,Wheat,2009,19628,61586.56,18.16
680,Argentina,Wheat,2009,19628,61586.56,18.09
681,Argentina,Cassava,2010,101000,105915.04,17.33
682,Argentina,Cassava,2010,101000,105915.04,17.84
683,Argentina,Maize,2010,78040,105915.04,17.33
684,Argentina,Maize,2010,78040,105915.04,17.84
685,Argentina,Potatoes,2010,289849,105915.04,17.33
686,Argentina,Potatoes,2010,289849,105915.04,17.84
687,Argentina,"Rice, paddy",2010,57646,105915.04,17.33
688,Argentina,"Rice, paddy",2010,57646,105915.04,17.84
689,Argentina,Sorghum,2010,48163,105915.04,17.33
690,Argentina,Sorghum,2010,48163,105915.04,17.84
691,Argentina,Soybeans,2010,29053,105915.04,17.33
692,Argentina,Soybeans,2010,29053,105915.04,17.84
693,Argentina,Sweet potatoes,2010,149382,105915.04,17.33
694,Argentina,Sweet potatoes,2010,149382,105915.04,17.84
695,Argentina,Wheat,2010,27113,105915.04,17.33
696,Argentina,Wheat,2010,27113,105915.04,17.84
697,Argentina,Cassava,2011,100000,100424.62,17.58
698,Argentina,Cassava,2011,100000,100424.62,17.93
699,Argentina,Maize,2011,63503,100424.62,17.58
700,Argentina,Maize,2011,63503,100424.62,17.93
701,Argentina,Potatoes,2011,286657,100424.62,17.58
702,Argentina,Potatoes,2011,286657,100424.62,17.93
703,Argentina,"Rice, paddy",2011,67901,100424.62,17.58
704,Argentina,"Rice, paddy",2011,67901,100424.62,17.93
705,Argentina,Sorghum,2011,44029,100424.62,17.58
706,Argentina,Sorghum,2011,44029,100424.62,17.93
707,Argentina,Soybeans,2011,26053,100424.62,17.58
708,Argentina,Soybeans,2011,26053,100424.62,17.93
709,Argentina,Sweet potatoes,2011,148754,100424.62,17.58
710,Argentina,Sweet potatoes,2011,148754,100424.62,17.93
711,Argentina,Wheat,2011,35063,100424.62,17.58
712,Argentina,Wheat,2011,35063,100424.62,17.93
713,Argentina,Cassava,2012,100000,136185.08,18.18
714,Argentina,Cassava,2012,100000,136185.08,18.43
715,Argentina,Maize,2012,57346,136185.08,18.18
716,Argentina,Maize,2012,57346,136185.08,18.43
717,Argentina,Potatoes,2012,287821,136185.08,18.18
718,Argentina,Potatoes,2012,287821,136185.08,18.43
719,Argentina,"Rice, paddy",2012,66617,136185.08,18.18
720,Argentina,"Rice, paddy",2012,66617,136185.08,18.43
721,Argentina,Sorghum,2012,46534,136185.08,18.18
722,Argentina,Sorghum,2012,46534,136185.08,18.43
723,Argentina,Soybeans,2012,22814,136185.08,18.18
724,Argentina,Soybeans,2012,22814,136185.08,18.43
725,Argentina,Sweet potatoes,2012,148126,136185.08,18.18
726,Argentina,Sweet potatoes,2012,148126,136185.08,18.43
727,Argentina,Wheat,2012,32199,136185.08,18.18
728,Argentina,Wheat,2012,32199,136185.08,18.43
729,Argentina,Cassava,2013,99459,171945.54,16.45
730,Argentina,Cassava,2013,99459,171945.54,16.88
731,Argentina,Maize,2013,66037,171945.54,16.45
732,Argentina,Maize,2013,66037,171945.54,16.88
733,Argentina,Potatoes,2013,288984,171945.54,16.45
734,Argentina,Potatoes,2013,288984,171945.54,16.88
735,Argentina,"Rice, paddy",2013,67187,171945.54,16.45
736,Argentina,"Rice, paddy",2013,67187,171945.54,16.88
737,Argentina,Sorghum,2013,40852,171945.54,16.45
738,Argentina,Sorghum,2013,40852,171945.54,16.88
739,Argentina,Soybeans,2013,25391,171945.54,16.45
740,Argentina,Soybeans,2013,25391,171945.54,16.88
741,Argentina,Sweet potatoes,2013,147498,171945.54,16.45
742,Argentina,Sweet potatoes,2013,147498,171945.54,16.88
743,Argentina,Wheat,2013,26581,171945.54,16.45
744,Argentina,Wheat,2013,26581,171945.54,16.88
745,Armenia,Maize,1992,32344,8,7.44
746,Armenia,Potatoes,1992,111301,8,7.44
747,Armenia,Wheat,1992,21600,8,7.44
748,Armenia,Maize,1993,32261,8,7.69
749,Armenia,Potatoes,1993,134416,8,7.69
750,Armenia,Wheat,1993,22257,8,7.69
751,Armenia,Maize,1994,32667,23,8.84
752,Armenia,Potatoes,1994,131195,23,8.84
753,Armenia,Wheat,1994,17842,23,8.84
754,Armenia,Maize,1995,18261,23.9,9.76
755,Armenia,Potatoes,1995,131196,23.9,9.76
756,Armenia,Wheat,1995,25480,23.9,9.76
757,Armenia,Maize,1996,22239,32,9.55
758,Armenia,Potatoes,1996,129626,32,9.55
759,Armenia,Wheat,1996,23569,32,9.55
760,Armenia,Maize,1997,45548,41.46,9.1
761,Armenia,Potatoes,1997,109362,41.46,9.1
762,Armenia,Wheat,1997,17009,41.46,9.1
763,Armenia,Maize,1998,26082,50.92,10.28
764,Armenia,Potatoes,1998,134409,50.92,10.28
765,Armenia,Wheat,1998,20651,50.92,10.28
766,Armenia,Maize,1999,40303,60.38,10.11
767,Armenia,Potatoes,1999,130618,60.38,10.11
768,Armenia,Wheat,1999,19466,60.38,10.11
769,Armenia,Maize,2000,23178,69.85,9.68
770,Armenia,Potatoes,2000,87349,69.85,9.68
771,Armenia,Wheat,2000,16679,69.85,9.68
772,Armenia,Maize,2001,37913,79.31,10.18
773,Armenia,Potatoes,2001,114619,79.31,10.18
774,Armenia,Wheat,2001,22263,79.31,10.18
775,Armenia,Maize,2002,37380,88.77,9.41
776,Armenia,Potatoes,2002,122814,88.77,9.41
777,Armenia,Wheat,2002,23877,88.77,9.41
778,Armenia,Maize,2004,61791,204.77,9.55
779,Armenia,Potatoes,2004,161509,204.77,9.55
780,Armenia,Wheat,2004,23416,204.77,9.55
781,Armenia,Maize,2005,44692,220.51,9.58
782,Armenia,Potatoes,2005,164459,220.51,9.58
783,Armenia,Wheat,2005,20252,220.51,9.58
784,Armenia,Maize,2006,33271,227.55,9.89
785,Armenia,Potatoes,2006,163418,227.55,9.89
786,Armenia,Wheat,2006,14627,227.55,9.89
787,Armenia,Maize,2007,53262,241.71,9.44
788,Armenia,Potatoes,2007,184719,241.71,9.44
789,Armenia,Wheat,2007,25837,241.71,9.44
790,Armenia,Maize,2008,53424,218.2,9.51
791,Armenia,Potatoes,2008,189096,218.2,9.51
792,Armenia,Wheat,2008,24322,218.2,9.51
793,Armenia,Maize,2009,57763,198.36,9.67
794,Armenia,Potatoes,2009,185496,198.36,9.67
795,Armenia,Wheat,2009,22374,198.36,9.67
796,Armenia,Maize,2010,46724,278.72,11.31
797,Armenia,Potatoes,2010,170146,278.72,11.31
798,Armenia,Wheat,2010,21192,278.72,11.31
799,Armenia,Maize,2011,54257,278.72,8.93
800,Armenia,Potatoes,2011,194426,278.72,8.93
801,Armenia,Wheat,2011,28800,278.72,8.93
802,Armenia,Maize,2012,62215,278.72,10.2
803,Armenia,Potatoes,2012,207151,278.72,10.2
804,Armenia,Wheat,2012,26010,278.72,10.2
805,Armenia,Maize,2013,67114,278.72,11.08
806,Armenia,Potatoes,2013,215290,278.72,11.08
807,Armenia,Wheat,2013,31273,278.72,11.08
808,Australia,Maize,1990,41821,17866,16.8
809,Australia,Maize,1990,41821,17866,20.06
810,Australia,Maize,1990,41821,17866,12.11
811,Australia,Maize,1990,41821,17866,14.16
812,Australia,Maize,1990,41821,17866,18.05
813,Australia,Maize,1990,41821,17866,17.47
814,Australia,Potatoes,1990,289832,17866,16.8
815,Australia,Potatoes,1990,289832,17866,20.06
816,Australia,Potatoes,1990,289832,17866,12.11
817,Australia,Potatoes,1990,289832,17866,14.16
818,Australia,Potatoes,1990,289832,17866,18.05
819,Australia,Potatoes,1990,289832,17866,17.47
820,Australia,"Rice, paddy",1990,88000,17866,16.8
821,Australia,"Rice, paddy",1990,88000,17866,20.06
822,Australia,"Rice, paddy",1990,88000,17866,12.11
823,Australia,"Rice, paddy",1990,88000,17866,14.16
824,Australia,"Rice, paddy",1990,88000,17866,18.05
825,Australia,"Rice, paddy",1990,88000,17866,17.47
826,Australia,Sorghum,1990,24883,17866,16.8
827,Australia,Sorghum,1990,24883,17866,20.06
828,Australia,Sorghum,1990,24883,17866,12.11
829,Australia,Sorghum,1990,24883,17866,14.16
830,Australia,Sorghum,1990,24883,17866,18.05
831,Australia,Sorghum,1990,24883,17866,17.47
832,Australia,Soybeans,1990,15718,17866,16.8
833,Australia,Soybeans,1990,15718,17866,20.06
834,Australia,Soybeans,1990,15718,17866,12.11
835,Australia,Soybeans,1990,15718,17866,14.16
836,Australia,Soybeans,1990,15718,17866,18.05
837,Australia,Soybeans,1990,15718,17866,17.47
838,Australia,Sweet potatoes,1990,137140,17866,16.8
839,Australia,Sweet potatoes,1990,137140,17866,20.06
840,Australia,Sweet potatoes,1990,137140,17866,12.11
841,Australia,Sweet potatoes,1990,137140,17866,14.16
842,Australia,Sweet potatoes,1990,137140,17866,18.05
843,Australia,Sweet potatoes,1990,137140,17866,17.47
844,Australia,Wheat,1990,16344,17866,16.8
845,Australia,Wheat,1990,16344,17866,20.06
846,Australia,Wheat,1990,16344,17866,12.11
847,Australia,Wheat,1990,16344,17866,14.16
848,Australia,Wheat,1990,16344,17866,18.05
849,Australia,Wheat,1990,16344,17866,17.47
850,Australia,Maize,1991,39938,17866,16.78
851,Australia,Maize,1991,39938,17866,20.29
852,Australia,Maize,1991,39938,17866,12.22
853,Australia,Maize,1991,39938,17866,13.77
854,Australia,Maize,1991,39938,17866,18.73
855,Australia,Maize,1991,39938,17866,17.85
856,Australia,Potatoes,1991,285359,17866,16.78
857,Australia,Potatoes,1991,285359,17866,20.29
858,Australia,Potatoes,1991,285359,17866,12.22
859,Australia,Potatoes,1991,285359,17866,13.77
860,Australia,Potatoes,1991,285359,17866,18.73
861,Australia,Potatoes,1991,285359,17866,17.85
862,Australia,"Rice, paddy",1991,88427,17866,16.78
863,Australia,"Rice, paddy",1991,88427,17866,20.29
864,Australia,"Rice, paddy",1991,88427,17866,12.22
865,Australia,"Rice, paddy",1991,88427,17866,13.77
866,Australia,"Rice, paddy",1991,88427,17866,18.73
867,Australia,"Rice, paddy",1991,88427,17866,17.85
868,Australia,Sorghum,1991,19865,17866,16.78
869,Australia,Sorghum,1991,19865,17866,20.29
870,Australia,Sorghum,1991,19865,17866,12.22
871,Australia,Sorghum,1991,19865,17866,13.77
872,Australia,Sorghum,1991,19865,17866,18.73
873,Australia,Sorghum,1991,19865,17866,17.85
874,Australia,Soybeans,1991,15551,17866,16.78
875,Australia,Soybeans,1991,15551,17866,20.29
876,Australia,Soybeans,1991,15551,17866,12.22
877,Australia,Soybeans,1991,15551,17866,13.77
878,Australia,Soybeans,1991,15551,17866,18.73
879,Australia,Soybeans,1991,15551,17866,17.85
880,Australia,Sweet potatoes,1991,151142,17866,16.78
881,Australia,Sweet potatoes,1991,151142,17866,20.29
882,Australia,Sweet potatoes,1991,151142,17866,12.22
883,Australia,Sweet potatoes,1991,151142,17866,13.77
884,Australia,Sweet potatoes,1991,151142,17866,18.73
885,Australia,Sweet potatoes,1991,151142,17866,17.85
886,Australia,Wheat,1991,14698,17866,16.78
887,Australia,Wheat,1991,14698,17866,20.29
888,Australia,Wheat,1991,14698,17866,12.22
889,Australia,Wheat,1991,14698,17866,13.77
890,Australia,Wheat,1991,14698,17866,18.73
891,Australia,Wheat,1991,14698,17866,17.85
892,Australia,Maize,1992,51721,22234,15.78
893,Australia,Maize,1992,51721,22234,19.79
894,Australia,Maize,1992,51721,22234,11.21
895,Australia,Maize,1992,51721,22234,13.31
896,Australia,Maize,1992,51721,22234,18.45
897,Australia,Maize,1992,51721,22234,16.89
898,Australia,Potatoes,1992,289220,22234,15.78
899,Australia,Potatoes,1992,289220,22234,19.79
900,Australia,Potatoes,1992,289220,22234,11.21
901,Australia,Potatoes,1992,289220,22234,13.31
902,Australia,Potatoes,1992,289220,22234,18.45
903,Australia,Potatoes,1992,289220,22234,16.89
904,Australia,"Rice, paddy",1992,88346,22234,15.78
905,Australia,"Rice, paddy",1992,88346,22234,19.79
906,Australia,"Rice, paddy",1992,88346,22234,11.21
907,Australia,"Rice, paddy",1992,88346,22234,13.31
908,Australia,"Rice, paddy",1992,88346,22234,18.45
909,Australia,"Rice, paddy",1992,88346,22234,16.89
910,Australia,Sorghum,1992,25431,22234,15.78
911,Australia,Sorghum,1992,25431,22234,19.79
912,Australia,Sorghum,1992,25431,22234,11.21
913,Australia,Sorghum,1992,25431,22234,13.31
914,Australia,Sorghum,1992,25431,22234,18.45
915,Australia,Sorghum,1992,25431,22234,16.89
916,Australia,Soybeans,1992,21141,22234,15.78
917,Australia,Soybeans,1992,21141,22234,19.79
918,Australia,Soybeans,1992,21141,22234,11.21
919,Australia,Soybeans,1992,21141,22234,13.31
920,Australia,Soybeans,1992,21141,22234,18.45
921,Australia,Soybeans,1992,21141,22234,16.89
922,Australia,Sweet potatoes,1992,127548,22234,15.78
923,Australia,Sweet potatoes,1992,127548,22234,19.79
924,Australia,Sweet potatoes,1992,127548,22234,11.21
925,Australia,Sweet potatoes,1992,127548,22234,13.31
926,Australia,Sweet potatoes,1992,127548,22234,18.45
927,Australia,Sweet potatoes,1992,127548,22234,16.89
928,Australia,Wheat,1992,17812,22234,15.78
929,Australia,Wheat,1992,17812,22234,19.79
930,Australia,Wheat,1992,17812,22234,11.21
931,Australia,Wheat,1992,17812,22234,13.31
932,Australia,Wheat,1992,17812,22234,18.45
933,Australia,Wheat,1992,17812,22234,16.89
934,Australia,Maize,1993,44261,23899,16.71
935,Australia,Maize,1993,44261,23899,20.19
936,Australia,Maize,1993,44261,23899,11.84
937,Australia,Maize,1993,44261,23899,13.81
938,Australia,Maize,1993,44261,23899,18.03
939,Australia,Maize,1993,44261,23899,17.42
940,Australia,Potatoes,1993,290981,23899,16.71
941,Australia,Potatoes,1993,290981,23899,20.19
942,Australia,Potatoes,1993,290981,23899,11.84
943,Australia,Potatoes,1993,290981,23899,13.81
944,Australia,Potatoes,1993,290981,23899,18.03
945,Australia,Potatoes,1993,290981,23899,17.42
946,Australia,"Rice, paddy",1993,76400,23899,16.71
947,Australia,"Rice, paddy",1993,76400,23899,20.19
948,Australia,"Rice, paddy",1993,76400,23899,11.84
949,Australia,"Rice, paddy",1993,76400,23899,13.81
950,Australia,"Rice, paddy",1993,76400,23899,18.03
951,Australia,"Rice, paddy",1993,76400,23899,17.42
952,Australia,Sorghum,1993,12834,23899,16.71
953,Australia,Sorghum,1993,12834,23899,20.19
954,Australia,Sorghum,1993,12834,23899,11.84
955,Australia,Sorghum,1993,12834,23899,13.81
956,Australia,Sorghum,1993,12834,23899,18.03
957,Australia,Sorghum,1993,12834,23899,17.42
958,Australia,Soybeans,1993,16168,23899,16.71
959,Australia,Soybeans,1993,16168,23899,20.19
960,Australia,Soybeans,1993,16168,23899,11.84
961,Australia,Soybeans,1993,16168,23899,13.81
962,Australia,Soybeans,1993,16168,23899,18.03
963,Australia,Soybeans,1993,16168,23899,17.42
964,Australia,Sweet potatoes,1993,132702,23899,16.71
965,Australia,Sweet potatoes,1993,132702,23899,20.19
966,Australia,Sweet potatoes,1993,132702,23899,11.84
967,Australia,Sweet potatoes,1993,132702,23899,13.81
968,Australia,Sweet potatoes,1993,132702,23899,18.03
